id,name,value,type,group,published,ordering
121,Capacity,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,13
122,Wear,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,14
123,Bicycles,"[{""name"":null,""value"":""Bicycles"",""displayInFrontEnd"":0,""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",header,11,1,15
124,Frame,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,16
125,Comfort-2,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,17
126,Reliability,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,18
127,Components,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,19
128,Design,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,20
129,Amazon-1,"[{""name"":null,""value"":"""",""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",textfield,11,1,21
130,Sleeping bags/Tents,"[{""name"":null,""value"":""Sleeping bags\/Tents"",""displayInFrontEnd"":0,""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",header,11,1,22
131,Comfort1,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,23
132,Encumbrance,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,24
133,Weight,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,25
134,Fabric,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,26
135,Temperature,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,27
136,Finish,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,28
137,Tents,"[{""name"":null,""value"":""Tents"",""displayInFrontEnd"":0,""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",header,11,1,29
138,Size,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,30
139,Mounting,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,31
140,Bike lights,"[{""name"":null,""value"":""Bike lights"",""displayInFrontEnd"":0,""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",header,11,1,32
141,Mounting,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,33
142,Brightness,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,34
143,Battery life,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,35
144,Versatility,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,11,1,36
146,Mappa,"[{""name"":null,""value"":"""",""target"":null,""alias"":""komoot"",""required"":0,""showNull"":0}]",textfield,6,1,2
147,Mappa-2,"[{""name"":null,""value"":"""",""target"":null,""alias"":""komoot"",""required"":0,""showNull"":0}]",textfield,1,1,1
148,Pneumatici,"[{""name"":null,""value"":""Pneumatici"",""displayInFrontEnd"":0,""target"":null,""alias"":"""",""required"":0,""showNull"":0}]",header,7,1,38
149,Montaggio,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,39
150,Tassellatura,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,40
151,Resistenza alle forature,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,41
152,Scorrevolezza su asfalto,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,42
153,Scorrevolezza su sterrato,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,43
154,Grip,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,44
155,Usura,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,45
156,Costo,"[{""name"":""1"",""value"":2,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""2"",""value"":3,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""3"",""value"":4,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""4"",""value"":5,""target"":null,""alias"":"""",""required"":0,""showNull"":1},{""name"":""5"",""value"":6,""target"":null,""alias"":"""",""required"":0,""showNull"":1}]",select,7,1,46
157,Map,"[{""name"":null,""value"":"""",""target"":null,""alias"":""komoot"",""required"":0,""showNull"":0}]",textfield,8,1,1
158,Mappa-1,"[{""name"":null,""value"":"""",""target"":null,""alias"":""komoot"",""required"":0,""showNull"":0}]",textfield,12,1,1
