458,417,usersubscription,13600,1,N,"1.00000",,S13600-24381-1, Spirito libero - FREE, free,,,,"0.00000",EUR,"0.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-19 15:10:38,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,"0","0",1
459,417,merchandise,118,7,N,"1.00000",,M118-24381-7, E-book Viaggiare in bici, ebook,,,,"0.00000",EUR,"15.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","",2021-03-19 15:10:38,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1,,,1,"0",2
460,418,usersubscription,13605,3,N,"1.00000",,S13605-24385-3, Esploratore, esploratore,,,,"0.00000",EUR,"99.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-19 18:59:09,2022-03-19 18:59:09,2023-03-19 18:59:09,"0",2,,"",1002,,,"0","0",1
461,419,usersubscription,13607,4,N,"1.00000",,S13607-24387-4, Cicloviaggiatore, cicloviaggiatore,,,,"0.00000",EUR,"49.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-19 20:44:35,2022-03-19 20:44:35,2023-03-19 20:44:35,"0",2,,"",1002,,,"0","0",1
470,428,usersubscription,13622,3,U,"1.00000",,S13622-16645-3,Aggiorna Esploratore,Aggiorna esploratore,,,,"0.00000",EUR,"99.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-21 00:10:49,2022-03-21 00:10:49,2023-03-21 00:10:49,"0",2,,"",1002,,,"0","0",1
476,434,usersubscription,13636,3,N,"1.00000",,S13636-24405-3, Esploratore, esploratore,,,,"0.00000",EUR,"99.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-21 18:04:03,2022-03-21 18:04:03,2023-03-21 18:04:03,"0",2,,"",1002,,,"0","0",1
480,438,usersubscription,13641,3,U,"1.00000",,S13641-268-3,Aggiorna Esploratore,Aggiorna esploratore,,,,"0.00000",EUR,"99.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-21 23:00:27,2022-03-21 23:00:27,2023-03-21 23:00:27,"0",2,,"",1002,,,"0","0",1
486,443,usersubscription,13648,1,N,"1.00000",,S13648-24416-1, Spirito libero - FREE, free,,,,"0.00000",EUR,"0.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-22 14:15:38,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,"0","0",1
487,443,merchandise,122,9,N,"1.00000",,M122-24416-9, Magazine Impronte, magazine,,,,"0.00000",EUR,"69.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","",2021-03-22 14:15:38,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,1,"0",2
489,445,usersubscription,13651,1,U,"1.00000",,S13651-22375-1, Spirito libero - FREE, free,,,,"0.00000",EUR,"0.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-22 17:37:41,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,"0","0",1
490,445,merchandise,123,9,U,"1.00000",,M123-22375-9, Magazine Impronte, magazine,,,,"0.00000",EUR,"69.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","",2021-03-22 17:37:41,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,1,"0",2
491,446,merchandise,124,9,U,"1.00000",,M124-11704-9, Magazine Impronte, magazine,,,,"0.00000",EUR,"69.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","",2021-03-22 21:15:14,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,1,"0",1
492,447,usersubscription,13656,3,N,"1.00000",,S13656-24423-3, Esploratore, esploratore,,,,"0.00000",EUR,"99.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-23 10:14:19,2022-03-23 10:14:19,2023-03-23 10:14:19,"0",2,,"",1002,,,"0","0",1
493,448,usersubscription,13660,1,N,"1.00000",,S13660-24427-1, Spirito libero - FREE, free,,,,"0.00000",EUR,"0.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-23 14:30:45,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,"0","0",1
494,448,merchandise,125,9,N,"1.00000",,M125-24427-9, Magazine Impronte, magazine,,,,"0.00000",EUR,"69.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","",2021-03-23 14:30:45,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,1,"0",2
496,450,usersubscription,13673,3,U,"1.00000",,S13673-24231-3,Aggiorna Esploratore,Aggiorna esploratore,,,,"0.00000",EUR,"99.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-24 19:54:29,2022-03-24 19:54:29,2023-03-24 19:54:29,"0",2,,"",1002,,,"0","0",1
501,455,usersubscription,13693,2,N,"1.00000",,S13693-24454-2, Weekender, weekender,,,,"0.00000",EUR,"29.00000","0001-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-26 15:42:20,2022-03-26 15:42:20,2023-03-26 14:42:20,"0",2,,"",1,,,"0","0",1
502,456,usersubscription,13701,1,N,"1.00000",,S13701-24462-1, Spirito libero - FREE, free,,,,"0.00000",EUR,"0.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-03-27 10:14:23,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,"0","0",1
503,456,merchandise,128,9,N,"1.00000",,M128-24462-9, Magazine Impronte, magazine,,,,"0.00000",EUR,"69.00000","0000-00-00 00:00:00","0000-00-00 00:00:00","",2021-03-27 10:14:23,"0000-00-00 00:00:00","0000-00-00 00:00:00","0","0",,"",1002,,,1,"0",2
